land_id,crop_name,season,area
A1,黄豆,单季,0.0
A1,黄豆,第一季,0.0
A1,黄豆,第二季,0.0
A1,黑豆,单季,0.0
A1,黑豆,第一季,0.0
A1,黑豆,第二季,0.0
A1,红豆,单季,0.0
A1,红豆,第一季,0.0
A1,红豆,第二季,0.0
A1,绿豆,单季,0.0
A1,绿豆,第一季,0.0
A1,绿豆,第二季,0.0
A1,爬豆,单季,0.0
A1,爬豆,第一季,0.0
A1,爬豆,第二季,0.0
A1,小麦,单季,0.0
A1,小麦,第一季,0.0
A1,小麦,第二季,0.0
A1,玉米,单季,0.0
A1,玉米,第一季,0.0
A1,玉米,第二季,0.0
A1,谷子,单季,0.0
A1,谷子,第一季,0.0
A1,谷子,第二季,0.0
A1,高粱,单季,0.0
A1,高粱,第一季,0.0
A1,高粱,第二季,0.0
A1,黍子,单季,0.0
A1,黍子,第一季,0.0
A1,黍子,第二季,0.0
A1,荞麦,单季,0.0
A1,荞麦,第一季,0.0
A1,荞麦,第二季,0.0
A1,南瓜,单季,0.0
A1,南瓜,第一季,0.0
A1,南瓜,第二季,0.0
A1,红薯,单季,0.0
A1,红薯,第一季,0.0
A1,红薯,第二季,0.0
A1,莜麦,单季,0.0
A1,莜麦,第一季,0.0
A1,莜麦,第二季,0.0
A1,大麦,单季,0.0
A1,大麦,第一季,0.0
A1,大麦,第二季,0.0
A1,水稻,单季,0.0
A1,水稻,第一季,0.0
A1,水稻,第二季,0.0
A1,豇豆,单季,0.0
A1,豇豆,第一季,0.0
A1,豇豆,第二季,0.0
A1,刀豆,单季,0.0
A1,刀豆,第一季,0.0
A1,刀豆,第二季,0.0
A1,芸豆,单季,0.0
A1,芸豆,第一季,0.0
A1,芸豆,第二季,0.0
A1,土豆,单季,0.0
A1,土豆,第一季,0.0
A1,土豆,第二季,0.0
A1,西红柿,单季,0.0
A1,西红柿,第一季,0.0
A1,西红柿,第二季,0.0
A1,茄子,单季,0.0
A1,茄子,第一季,0.0
A1,茄子,第二季,0.0
A1,菠菜 ,单季,0.0
A1,菠菜 ,第一季,0.0
A1,菠菜 ,第二季,0.0
A1,青椒,单季,0.0
A1,青椒,第一季,0.0
A1,青椒,第二季,0.0
A1,菜花,单季,0.0
A1,菜花,第一季,0.0
A1,菜花,第二季,0.0
A1,包菜,单季,0.0
A1,包菜,第一季,0.0
A1,包菜,第二季,0.0
A1,油麦菜,单季,0.0
A1,油麦菜,第一季,0.0
A1,油麦菜,第二季,0.0
A1,小青菜,单季,0.0
A1,小青菜,第一季,0.0
A1,小青菜,第二季,0.0
A1,黄瓜,单季,0.0
A1,黄瓜,第一季,0.0
A1,黄瓜,第二季,0.0
A1,生菜 ,单季,0.0
A1,生菜 ,第一季,0.0
A1,生菜 ,第二季,0.0
A1,辣椒,单季,0.0
A1,辣椒,第一季,0.0
A1,辣椒,第二季,0.0
A1,空心菜,单季,0.0
A1,空心菜,第一季,0.0
A1,空心菜,第二季,0.0
A1,黄心菜,单季,0.0
A1,黄心菜,第一季,0.0
A1,黄心菜,第二季,0.0
A1,芹菜,单季,0.0
A1,芹菜,第一季,0.0
A1,芹菜,第二季,0.0
A1,大白菜,单季,0.0
A1,大白菜,第一季,0.0
A1,大白菜,第二季,0.0
A1,白萝卜,单季,0.0
A1,白萝卜,第一季,0.0
A1,白萝卜,第二季,0.0
A1,红萝卜,单季,0.0
A1,红萝卜,第一季,0.0
A1,红萝卜,第二季,0.0
A1,榆黄菇,单季,0.0
A1,榆黄菇,第一季,0.0
A1,榆黄菇,第二季,80.0
A1,香菇,单季,0.0
A1,香菇,第一季,0.0
A1,香菇,第二季,0.0
A1,白灵菇,单季,0.0
A1,白灵菇,第一季,0.0
A1,白灵菇,第二季,0.0
A1,羊肚菌,单季,0.0
A1,羊肚菌,第一季,0.0
A1,羊肚菌,第二季,0.0
A2,黄豆,单季,0.0
A2,黄豆,第一季,0.0
A2,黄豆,第二季,0.0
A2,黑豆,单季,0.0
A2,黑豆,第一季,0.0
A2,黑豆,第二季,0.0
A2,红豆,单季,0.0
A2,红豆,第一季,0.0
A2,红豆,第二季,0.0
A2,绿豆,单季,0.0
A2,绿豆,第一季,0.0
A2,绿豆,第二季,0.0
A2,爬豆,单季,0.0
A2,爬豆,第一季,0.0
A2,爬豆,第二季,0.0
A2,小麦,单季,0.0
A2,小麦,第一季,0.0
A2,小麦,第二季,0.0
A2,玉米,单季,0.0
A2,玉米,第一季,0.0
A2,玉米,第二季,0.0
A2,谷子,单季,0.0
A2,谷子,第一季,0.0
A2,谷子,第二季,0.0
A2,高粱,单季,0.0
A2,高粱,第一季,0.0
A2,高粱,第二季,0.0
A2,黍子,单季,0.0
A2,黍子,第一季,0.0
A2,黍子,第二季,0.0
A2,荞麦,单季,0.0
A2,荞麦,第一季,0.0
A2,荞麦,第二季,0.0
A2,南瓜,单季,0.0
A2,南瓜,第一季,0.0
A2,南瓜,第二季,0.0
A2,红薯,单季,0.0
A2,红薯,第一季,0.0
A2,红薯,第二季,0.0
A2,莜麦,单季,0.0
A2,莜麦,第一季,0.0
A2,莜麦,第二季,0.0
A2,大麦,单季,0.0
A2,大麦,第一季,0.0
A2,大麦,第二季,0.0
A2,水稻,单季,0.0
A2,水稻,第一季,0.0
A2,水稻,第二季,0.0
A2,豇豆,单季,0.0
A2,豇豆,第一季,0.0
A2,豇豆,第二季,0.0
A2,刀豆,单季,0.0
A2,刀豆,第一季,0.0
A2,刀豆,第二季,0.0
A2,芸豆,单季,0.0
A2,芸豆,第一季,0.0
A2,芸豆,第二季,0.0
A2,土豆,单季,0.0
A2,土豆,第一季,0.0
A2,土豆,第二季,0.0
A2,西红柿,单季,0.0
A2,西红柿,第一季,0.0
A2,西红柿,第二季,0.0
A2,茄子,单季,0.0
A2,茄子,第一季,0.0
A2,茄子,第二季,0.0
A2,菠菜 ,单季,0.0
A2,菠菜 ,第一季,0.0
A2,菠菜 ,第二季,0.0
A2,青椒,单季,0.0
A2,青椒,第一季,0.0
A2,青椒,第二季,0.0
A2,菜花,单季,0.0
A2,菜花,第一季,0.0
A2,菜花,第二季,0.0
A2,包菜,单季,0.0
A2,包菜,第一季,0.0
A2,包菜,第二季,0.0
A2,油麦菜,单季,0.0
A2,油麦菜,第一季,0.0
A2,油麦菜,第二季,0.0
A2,小青菜,单季,0.0
A2,小青菜,第一季,0.0
A2,小青菜,第二季,0.0
A2,黄瓜,单季,0.0
A2,黄瓜,第一季,0.0
A2,黄瓜,第二季,0.0
A2,生菜 ,单季,0.0
A2,生菜 ,第一季,0.0
A2,生菜 ,第二季,0.0
A2,辣椒,单季,0.0
A2,辣椒,第一季,0.0
A2,辣椒,第二季,0.0
A2,空心菜,单季,0.0
A2,空心菜,第一季,0.0
A2,空心菜,第二季,0.0
A2,黄心菜,单季,0.0
A2,黄心菜,第一季,0.0
A2,黄心菜,第二季,0.0
A2,芹菜,单季,0.0
A2,芹菜,第一季,0.0
A2,芹菜,第二季,0.0
A2,大白菜,单季,0.0
A2,大白菜,第一季,0.0
A2,大白菜,第二季,0.0
A2,白萝卜,单季,0.0
A2,白萝卜,第一季,0.0
A2,白萝卜,第二季,0.0
A2,红萝卜,单季,0.0
A2,红萝卜,第一季,0.0
A2,红萝卜,第二季,0.0
A2,榆黄菇,单季,0.0
A2,榆黄菇,第一季,0.0
A2,榆黄菇,第二季,0.0
A2,香菇,单季,0.0
A2,香菇,第一季,0.0
A2,香菇,第二季,0.0
A2,白灵菇,单季,0.0
A2,白灵菇,第一季,0.0
A2,白灵菇,第二季,55.0
A2,羊肚菌,单季,0.0
A2,羊肚菌,第一季,0.0
A2,羊肚菌,第二季,0.0
A3,黄豆,单季,0.0
A3,黄豆,第一季,0.0
A3,黄豆,第二季,0.0
A3,黑豆,单季,0.0
A3,黑豆,第一季,0.0
A3,黑豆,第二季,0.0
A3,红豆,单季,0.0
A3,红豆,第一季,0.0
A3,红豆,第二季,0.0
A3,绿豆,单季,0.0
A3,绿豆,第一季,0.0
A3,绿豆,第二季,0.0
A3,爬豆,单季,0.0
A3,爬豆,第一季,0.0
A3,爬豆,第二季,0.0
A3,小麦,单季,0.0
A3,小麦,第一季,0.0
A3,小麦,第二季,0.0
A3,玉米,单季,0.0
A3,玉米,第一季,0.0
A3,玉米,第二季,0.0
A3,谷子,单季,0.0
A3,谷子,第一季,0.0
A3,谷子,第二季,0.0
A3,高粱,单季,0.0
A3,高粱,第一季,0.0
A3,高粱,第二季,0.0
A3,黍子,单季,0.0
A3,黍子,第一季,0.0
A3,黍子,第二季,0.0
A3,荞麦,单季,0.0
A3,荞麦,第一季,0.0
A3,荞麦,第二季,0.0
A3,南瓜,单季,0.0
A3,南瓜,第一季,0.0
A3,南瓜,第二季,0.0
A3,红薯,单季,0.0
A3,红薯,第一季,0.0
A3,红薯,第二季,0.0
A3,莜麦,单季,0.0
A3,莜麦,第一季,0.0
A3,莜麦,第二季,0.0
A3,大麦,单季,0.0
A3,大麦,第一季,0.0
A3,大麦,第二季,0.0
A3,水稻,单季,0.0
A3,水稻,第一季,0.0
A3,水稻,第二季,0.0
A3,豇豆,单季,0.0
A3,豇豆,第一季,0.0
A3,豇豆,第二季,0.0
A3,刀豆,单季,0.0
A3,刀豆,第一季,0.0
A3,刀豆,第二季,0.0
A3,芸豆,单季,0.0
A3,芸豆,第一季,0.0
A3,芸豆,第二季,0.0
A3,土豆,单季,0.0
A3,土豆,第一季,0.0
A3,土豆,第二季,0.0
A3,西红柿,单季,0.0
A3,西红柿,第一季,0.0
A3,西红柿,第二季,0.0
A3,茄子,单季,0.0
A3,茄子,第一季,0.0
A3,茄子,第二季,0.0
A3,菠菜 ,单季,0.0
A3,菠菜 ,第一季,0.0
A3,菠菜 ,第二季,0.0
A3,青椒,单季,0.0
A3,青椒,第一季,0.0
A3,青椒,第二季,0.0
A3,菜花,单季,0.0
A3,菜花,第一季,0.0
A3,菜花,第二季,0.0
A3,包菜,单季,0.0
A3,包菜,第一季,0.0
A3,包菜,第二季,0.0
A3,油麦菜,单季,0.0
A3,油麦菜,第一季,0.0
A3,油麦菜,第二季,0.0
A3,小青菜,单季,0.0
A3,小青菜,第一季,0.0
A3,小青菜,第二季,0.0
A3,黄瓜,单季,0.0
A3,黄瓜,第一季,0.0
A3,黄瓜,第二季,0.0
A3,生菜 ,单季,0.0
A3,生菜 ,第一季,0.0
A3,生菜 ,第二季,0.0
A3,辣椒,单季,0.0
A3,辣椒,第一季,0.0
A3,辣椒,第二季,0.0
A3,空心菜,单季,0.0
A3,空心菜,第一季,0.0
A3,空心菜,第二季,0.0
A3,黄心菜,单季,0.0
A3,黄心菜,第一季,0.0
A3,黄心菜,第二季,0.0
A3,芹菜,单季,0.0
A3,芹菜,第一季,0.0
A3,芹菜,第二季,0.0
A3,大白菜,单季,0.0
A3,大白菜,第一季,0.0
A3,大白菜,第二季,0.0
A3,白萝卜,单季,0.0
A3,白萝卜,第一季,0.0
A3,白萝卜,第二季,0.0
A3,红萝卜,单季,0.0
A3,红萝卜,第一季,0.0
A3,红萝卜,第二季,0.0
A3,榆黄菇,单季,0.0
A3,榆黄菇,第一季,0.0
A3,榆黄菇,第二季,35.0
A3,香菇,单季,0.0
A3,香菇,第一季,0.0
A3,香菇,第二季,0.0
A3,白灵菇,单季,0.0
A3,白灵菇,第一季,0.0
A3,白灵菇,第二季,0.0
A3,羊肚菌,单季,0.0
A3,羊肚菌,第一季,0.0
A3,羊肚菌,第二季,0.0
A4,黄豆,单季,0.0
A4,黄豆,第一季,0.0
A4,黄豆,第二季,0.0
A4,黑豆,单季,0.0
A4,黑豆,第一季,0.0
A4,黑豆,第二季,0.0
A4,红豆,单季,0.0
A4,红豆,第一季,0.0
A4,红豆,第二季,0.0
A4,绿豆,单季,0.0
A4,绿豆,第一季,0.0
A4,绿豆,第二季,0.0
A4,爬豆,单季,0.0
A4,爬豆,第一季,0.0
A4,爬豆,第二季,0.0
A4,小麦,单季,0.0
A4,小麦,第一季,0.0
A4,小麦,第二季,0.0
A4,玉米,单季,0.0
A4,玉米,第一季,0.0
A4,玉米,第二季,0.0
A4,谷子,单季,0.0
A4,谷子,第一季,0.0
A4,谷子,第二季,0.0
A4,高粱,单季,0.0
A4,高粱,第一季,0.0
A4,高粱,第二季,0.0
A4,黍子,单季,0.0
A4,黍子,第一季,0.0
A4,黍子,第二季,0.0
A4,荞麦,单季,0.0
A4,荞麦,第一季,0.0
A4,荞麦,第二季,0.0
A4,南瓜,单季,0.0
A4,南瓜,第一季,0.0
A4,南瓜,第二季,0.0
A4,红薯,单季,0.0
A4,红薯,第一季,0.0
A4,红薯,第二季,0.0
A4,莜麦,单季,0.0
A4,莜麦,第一季,0.0
A4,莜麦,第二季,0.0
A4,大麦,单季,0.0
A4,大麦,第一季,0.0
A4,大麦,第二季,0.0
A4,水稻,单季,0.0
A4,水稻,第一季,0.0
A4,水稻,第二季,0.0
A4,豇豆,单季,0.0
A4,豇豆,第一季,0.0
A4,豇豆,第二季,0.0
A4,刀豆,单季,0.0
A4,刀豆,第一季,0.0
A4,刀豆,第二季,0.0
A4,芸豆,单季,0.0
A4,芸豆,第一季,0.0
A4,芸豆,第二季,0.0
A4,土豆,单季,0.0
A4,土豆,第一季,0.0
A4,土豆,第二季,0.0
A4,西红柿,单季,0.0
A4,西红柿,第一季,0.0
A4,西红柿,第二季,0.0
A4,茄子,单季,0.0
A4,茄子,第一季,0.0
A4,茄子,第二季,0.0
A4,菠菜 ,单季,0.0
A4,菠菜 ,第一季,0.0
A4,菠菜 ,第二季,0.0
A4,青椒,单季,0.0
A4,青椒,第一季,0.0
A4,青椒,第二季,0.0
A4,菜花,单季,0.0
A4,菜花,第一季,0.0
A4,菜花,第二季,0.0
A4,包菜,单季,0.0
A4,包菜,第一季,0.0
A4,包菜,第二季,0.0
A4,油麦菜,单季,0.0
A4,油麦菜,第一季,0.0
A4,油麦菜,第二季,0.0
A4,小青菜,单季,0.0
A4,小青菜,第一季,0.0
A4,小青菜,第二季,0.0
A4,黄瓜,单季,0.0
A4,黄瓜,第一季,0.0
A4,黄瓜,第二季,0.0
A4,生菜 ,单季,0.0
A4,生菜 ,第一季,0.0
A4,生菜 ,第二季,0.0
A4,辣椒,单季,0.0
A4,辣椒,第一季,0.0
A4,辣椒,第二季,0.0
A4,空心菜,单季,0.0
A4,空心菜,第一季,0.0
A4,空心菜,第二季,0.0
A4,黄心菜,单季,0.0
A4,黄心菜,第一季,0.0
A4,黄心菜,第二季,0.0
A4,芹菜,单季,0.0
A4,芹菜,第一季,0.0
A4,芹菜,第二季,0.0
A4,大白菜,单季,0.0
A4,大白菜,第一季,0.0
A4,大白菜,第二季,0.0
A4,白萝卜,单季,0.0
A4,白萝卜,第一季,0.0
A4,白萝卜,第二季,0.0
A4,红萝卜,单季,0.0
A4,红萝卜,第一季,0.0
A4,红萝卜,第二季,0.0
A4,榆黄菇,单季,0.0
A4,榆黄菇,第一季,0.0
A4,榆黄菇,第二季,72.0
A4,香菇,单季,0.0
A4,香菇,第一季,0.0
A4,香菇,第二季,0.0
A4,白灵菇,单季,0.0
A4,白灵菇,第一季,0.0
A4,白灵菇,第二季,0.0
A4,羊肚菌,单季,0.0
A4,羊肚菌,第一季,0.0
A4,羊肚菌,第二季,0.0
A5,黄豆,单季,0.0
A5,黄豆,第一季,0.0
A5,黄豆,第二季,0.0
A5,黑豆,单季,0.0
A5,黑豆,第一季,0.0
A5,黑豆,第二季,0.0
A5,红豆,单季,0.0
A5,红豆,第一季,0.0
A5,红豆,第二季,0.0
A5,绿豆,单季,0.0
A5,绿豆,第一季,0.0
A5,绿豆,第二季,0.0
A5,爬豆,单季,0.0
A5,爬豆,第一季,0.0
A5,爬豆,第二季,0.0
A5,小麦,单季,0.0
A5,小麦,第一季,0.0
A5,小麦,第二季,0.0
A5,玉米,单季,0.0
A5,玉米,第一季,0.0
A5,玉米,第二季,0.0
A5,谷子,单季,0.0
A5,谷子,第一季,0.0
A5,谷子,第二季,0.0
A5,高粱,单季,0.0
A5,高粱,第一季,0.0
A5,高粱,第二季,0.0
A5,黍子,单季,0.0
A5,黍子,第一季,0.0
A5,黍子,第二季,0.0
A5,荞麦,单季,0.0
A5,荞麦,第一季,0.0
A5,荞麦,第二季,0.0
A5,南瓜,单季,0.0
A5,南瓜,第一季,0.0
A5,南瓜,第二季,0.0
A5,红薯,单季,0.0
A5,红薯,第一季,0.0
A5,红薯,第二季,0.0
A5,莜麦,单季,0.0
A5,莜麦,第一季,0.0
A5,莜麦,第二季,0.0
A5,大麦,单季,0.0
A5,大麦,第一季,0.0
A5,大麦,第二季,0.0
A5,水稻,单季,0.0
A5,水稻,第一季,0.0
A5,水稻,第二季,0.0
A5,豇豆,单季,0.0
A5,豇豆,第一季,0.0
A5,豇豆,第二季,0.0
A5,刀豆,单季,0.0
A5,刀豆,第一季,0.0
A5,刀豆,第二季,0.0
A5,芸豆,单季,0.0
A5,芸豆,第一季,0.0
A5,芸豆,第二季,0.0
A5,土豆,单季,0.0
A5,土豆,第一季,0.0
A5,土豆,第二季,0.0
A5,西红柿,单季,0.0
A5,西红柿,第一季,0.0
A5,西红柿,第二季,0.0
A5,茄子,单季,0.0
A5,茄子,第一季,0.0
A5,茄子,第二季,0.0
A5,菠菜 ,单季,0.0
A5,菠菜 ,第一季,0.0
A5,菠菜 ,第二季,0.0
A5,青椒,单季,0.0
A5,青椒,第一季,0.0
A5,青椒,第二季,0.0
A5,菜花,单季,0.0
A5,菜花,第一季,0.0
A5,菜花,第二季,0.0
A5,包菜,单季,0.0
A5,包菜,第一季,0.0
A5,包菜,第二季,0.0
A5,油麦菜,单季,0.0
A5,油麦菜,第一季,0.0
A5,油麦菜,第二季,0.0
A5,小青菜,单季,0.0
A5,小青菜,第一季,0.0
A5,小青菜,第二季,0.0
A5,黄瓜,单季,0.0
A5,黄瓜,第一季,0.0
A5,黄瓜,第二季,0.0
A5,生菜 ,单季,0.0
A5,生菜 ,第一季,0.0
A5,生菜 ,第二季,0.0
A5,辣椒,单季,0.0
A5,辣椒,第一季,0.0
A5,辣椒,第二季,0.0
A5,空心菜,单季,0.0
A5,空心菜,第一季,0.0
A5,空心菜,第二季,0.0
A5,黄心菜,单季,0.0
A5,黄心菜,第一季,0.0
A5,黄心菜,第二季,0.0
A5,芹菜,单季,0.0
A5,芹菜,第一季,0.0
A5,芹菜,第二季,0.0
A5,大白菜,单季,0.0
A5,大白菜,第一季,0.0
A5,大白菜,第二季,0.0
A5,白萝卜,单季,0.0
A5,白萝卜,第一季,0.0
A5,白萝卜,第二季,0.0
A5,红萝卜,单季,0.0
A5,红萝卜,第一季,0.0
A5,红萝卜,第二季,0.0
A5,榆黄菇,单季,0.0
A5,榆黄菇,第一季,0.0
A5,榆黄菇,第二季,0.0
A5,香菇,单季,0.0
A5,香菇,第一季,0.0
A5,香菇,第二季,0.0
A5,白灵菇,单季,0.0
A5,白灵菇,第一季,0.0
A5,白灵菇,第二季,68.0
A5,羊肚菌,单季,0.0
A5,羊肚菌,第一季,0.0
A5,羊肚菌,第二季,0.0
A6,黄豆,单季,0.0
A6,黄豆,第一季,0.0
A6,黄豆,第二季,0.0
A6,黑豆,单季,0.0
A6,黑豆,第一季,0.0
A6,黑豆,第二季,0.0
A6,红豆,单季,0.0
A6,红豆,第一季,0.0
A6,红豆,第二季,0.0
A6,绿豆,单季,0.0
A6,绿豆,第一季,0.0
A6,绿豆,第二季,0.0
A6,爬豆,单季,0.0
A6,爬豆,第一季,0.0
A6,爬豆,第二季,0.0
A6,小麦,单季,0.0
A6,小麦,第一季,0.0
A6,小麦,第二季,0.0
A6,玉米,单季,0.0
A6,玉米,第一季,0.0
A6,玉米,第二季,0.0
A6,谷子,单季,0.0
A6,谷子,第一季,0.0
A6,谷子,第二季,0.0
A6,高粱,单季,0.0
A6,高粱,第一季,0.0
A6,高粱,第二季,0.0
A6,黍子,单季,0.0
A6,黍子,第一季,0.0
A6,黍子,第二季,0.0
A6,荞麦,单季,0.0
A6,荞麦,第一季,0.0
A6,荞麦,第二季,0.0
A6,南瓜,单季,0.0
A6,南瓜,第一季,0.0
A6,南瓜,第二季,0.0
A6,红薯,单季,0.0
A6,红薯,第一季,0.0
A6,红薯,第二季,0.0
A6,莜麦,单季,0.0
A6,莜麦,第一季,0.0
A6,莜麦,第二季,0.0
A6,大麦,单季,0.0
A6,大麦,第一季,0.0
A6,大麦,第二季,0.0
A6,水稻,单季,0.0
A6,水稻,第一季,0.0
A6,水稻,第二季,0.0
A6,豇豆,单季,0.0
A6,豇豆,第一季,0.0
A6,豇豆,第二季,0.0
A6,刀豆,单季,0.0
A6,刀豆,第一季,0.0
A6,刀豆,第二季,0.0
A6,芸豆,单季,0.0
A6,芸豆,第一季,0.0
A6,芸豆,第二季,0.0
A6,土豆,单季,0.0
A6,土豆,第一季,0.0
A6,土豆,第二季,0.0
A6,西红柿,单季,0.0
A6,西红柿,第一季,0.0
A6,西红柿,第二季,0.0
A6,茄子,单季,0.0
A6,茄子,第一季,0.0
A6,茄子,第二季,0.0
A6,菠菜 ,单季,0.0
A6,菠菜 ,第一季,0.0
A6,菠菜 ,第二季,0.0
A6,青椒,单季,0.0
A6,青椒,第一季,0.0
A6,青椒,第二季,0.0
A6,菜花,单季,0.0
A6,菜花,第一季,0.0
A6,菜花,第二季,0.0
A6,包菜,单季,0.0
A6,包菜,第一季,0.0
A6,包菜,第二季,0.0
A6,油麦菜,单季,0.0
A6,油麦菜,第一季,0.0
A6,油麦菜,第二季,0.0
A6,小青菜,单季,0.0
A6,小青菜,第一季,0.0
A6,小青菜,第二季,0.0
A6,黄瓜,单季,0.0
A6,黄瓜,第一季,0.0
A6,黄瓜,第二季,0.0
A6,生菜 ,单季,0.0
A6,生菜 ,第一季,0.0
A6,生菜 ,第二季,0.0
A6,辣椒,单季,0.0
A6,辣椒,第一季,0.0
A6,辣椒,第二季,0.0
A6,空心菜,单季,0.0
A6,空心菜,第一季,0.0
A6,空心菜,第二季,0.0
A6,黄心菜,单季,0.0
A6,黄心菜,第一季,0.0
A6,黄心菜,第二季,0.0
A6,芹菜,单季,0.0
A6,芹菜,第一季,0.0
A6,芹菜,第二季,0.0
A6,大白菜,单季,0.0
A6,大白菜,第一季,0.0
A6,大白菜,第二季,0.0
A6,白萝卜,单季,0.0
A6,白萝卜,第一季,0.0
A6,白萝卜,第二季,0.0
A6,红萝卜,单季,0.0
A6,红萝卜,第一季,0.0
A6,红萝卜,第二季,0.0
A6,榆黄菇,单季,0.0
A6,榆黄菇,第一季,0.0
A6,榆黄菇,第二季,0.0
A6,香菇,单季,0.0
A6,香菇,第一季,0.0
A6,香菇,第二季,0.0
A6,白灵菇,单季,0.0
A6,白灵菇,第一季,0.0
A6,白灵菇,第二季,55.0
A6,羊肚菌,单季,0.0
A6,羊肚菌,第一季,0.0
A6,羊肚菌,第二季,0.0
B1,黄豆,单季,0.0
B1,黄豆,第一季,0.0
B1,黄豆,第二季,0.0
B1,黑豆,单季,0.0
B1,黑豆,第一季,0.0
B1,黑豆,第二季,0.0
B1,红豆,单季,0.0
B1,红豆,第一季,0.0
B1,红豆,第二季,0.0
B1,绿豆,单季,0.0
B1,绿豆,第一季,0.0
B1,绿豆,第二季,0.0
B1,爬豆,单季,0.0
B1,爬豆,第一季,0.0
B1,爬豆,第二季,0.0
B1,小麦,单季,0.0
B1,小麦,第一季,0.0
B1,小麦,第二季,0.0
B1,玉米,单季,0.0
B1,玉米,第一季,0.0
B1,玉米,第二季,0.0
B1,谷子,单季,0.0
B1,谷子,第一季,0.0
B1,谷子,第二季,0.0
B1,高粱,单季,0.0
B1,高粱,第一季,0.0
B1,高粱,第二季,0.0
B1,黍子,单季,0.0
B1,黍子,第一季,0.0
B1,黍子,第二季,0.0
B1,荞麦,单季,0.0
B1,荞麦,第一季,0.0
B1,荞麦,第二季,0.0
B1,南瓜,单季,0.0
B1,南瓜,第一季,0.0
B1,南瓜,第二季,0.0
B1,红薯,单季,0.0
B1,红薯,第一季,0.0
B1,红薯,第二季,0.0
B1,莜麦,单季,0.0
B1,莜麦,第一季,0.0
B1,莜麦,第二季,0.0
B1,大麦,单季,0.0
B1,大麦,第一季,0.0
B1,大麦,第二季,0.0
B1,水稻,单季,0.0
B1,水稻,第一季,0.0
B1,水稻,第二季,0.0
B1,豇豆,单季,0.0
B1,豇豆,第一季,0.0
B1,豇豆,第二季,0.0
B1,刀豆,单季,0.0
B1,刀豆,第一季,0.0
B1,刀豆,第二季,0.0
B1,芸豆,单季,0.0
B1,芸豆,第一季,0.0
B1,芸豆,第二季,0.0
B1,土豆,单季,0.0
B1,土豆,第一季,0.0
B1,土豆,第二季,0.0
B1,西红柿,单季,0.0
B1,西红柿,第一季,0.0
B1,西红柿,第二季,0.0
B1,茄子,单季,0.0
B1,茄子,第一季,0.0
B1,茄子,第二季,0.0
B1,菠菜 ,单季,0.0
B1,菠菜 ,第一季,0.0
B1,菠菜 ,第二季,0.0
B1,青椒,单季,0.0
B1,青椒,第一季,0.0
B1,青椒,第二季,0.0
B1,菜花,单季,0.0
B1,菜花,第一季,0.0
B1,菜花,第二季,0.0
B1,包菜,单季,0.0
B1,包菜,第一季,0.0
B1,包菜,第二季,0.0
B1,油麦菜,单季,0.0
B1,油麦菜,第一季,0.0
B1,油麦菜,第二季,0.0
B1,小青菜,单季,0.0
B1,小青菜,第一季,0.0
B1,小青菜,第二季,0.0
B1,黄瓜,单季,0.0
B1,黄瓜,第一季,0.0
B1,黄瓜,第二季,0.0
B1,生菜 ,单季,0.0
B1,生菜 ,第一季,0.0
B1,生菜 ,第二季,0.0
B1,辣椒,单季,0.0
B1,辣椒,第一季,0.0
B1,辣椒,第二季,0.0
B1,空心菜,单季,0.0
B1,空心菜,第一季,0.0
B1,空心菜,第二季,0.0
B1,黄心菜,单季,0.0
B1,黄心菜,第一季,0.0
B1,黄心菜,第二季,0.0
B1,芹菜,单季,0.0
B1,芹菜,第一季,0.0
B1,芹菜,第二季,0.0
B1,大白菜,单季,0.0
B1,大白菜,第一季,0.0
